#chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	reserved	blockCount	blockSizes	chromStarts	name2	cdsStartStat	cdsEndStat	exonFrames	txId	type	geneName	geneType	sourceGene	sourceTranscript	alignmentId	alternativeSourceTranscripts	Paralogy	UnfilteredParalogy	collapsedGeneIds	collapsedGeneNames	frameshift	exonAnnotationSupport	intronAnnotationSupport	transcriptClass	transcriptModes	validStart	validStop	properOrf	extra_paralog
chr15	3324686	3326555	RNA18S3-1	0	+	3326555	3326555	85,212,76	1	1869	0	RNA18S3	none	none	-1	LOFF_T0010445	rRNA	LOFF_G0010445	rRNA	LOFF_G0010445	rRNA_T446	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3327629	3327786	RNA5-8S3-1	0	+	3327786	3327786	85,212,76	1	157	0	RNA5-8S3	none	none	-1	LOFF_T0010446	rRNA	LOFF_G0010446	rRNA	LOFF_G0010446	rRNA_T447	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3328954	3334013	RNA28S3-1	0	+	3334013	3334013	85,212,76	1	5059	0	RNA28S3	none	none	-1	LOFF_T0010447	rRNA	LOFF_G0010447	rRNA	LOFF_G0010447	rRNA_T448	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3364996	3378325	RNA45S3-1	0	+	3378325	3378325	85,212,76	1	13329	0	RNA45S3	none	none	-1	LOFF_T0010448	rRNA	LOFF_G0010448	rRNA	LOFF_G0010448	rRNA_T449	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3368635	3370504	RNA18S3-1	0	+	3370504	3370504	85,212,76	1	1869	0	RNA18S3	none	none	-1	LOFF_T0010449	rRNA	LOFF_G0010449	rRNA	LOFF_G0010449	rRNA_T450	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3371578	3371735	RNA5-8S3-1	0	+	3371735	3371735	85,212,76	1	157	0	RNA5-8S3	none	none	-1	LOFF_T0010450	rRNA	LOFF_G0010450	rRNA	LOFF_G0010450	rRNA_T451	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3372903	3377962	RNA28S3-1	0	+	3377962	3377962	85,212,76	1	5059	0	RNA28S3	none	none	-1	LOFF_T0010451	rRNA	LOFF_G0010451	rRNA	LOFF_G0010451	rRNA_T452	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3408945	3422274	RNA45S3-1	0	+	3422274	3422274	85,212,76	1	13329	0	RNA45S3	none	none	-1	LOFF_T0010452	rRNA	LOFF_G0010452	rRNA	LOFF_G0010452	rRNA_T453	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3412584	3414453	RNA18S3-1	0	+	3414453	3414453	85,212,76	1	1869	0	RNA18S3	none	none	-1	LOFF_T0010453	rRNA	LOFF_G0010453	rRNA	LOFF_G0010453	rRNA_T454	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3415527	3415684	RNA5-8S3-1	0	+	3415684	3415684	85,212,76	1	157	0	RNA5-8S3	none	none	-1	LOFF_T0010454	rRNA	LOFF_G0010454	rRNA	LOFF_G0010454	rRNA_T455	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3416852	3421911	RNA28S3-1	0	+	3421911	3421911	85,212,76	1	5059	0	RNA28S3	none	none	-1	LOFF_T0010455	rRNA	LOFF_G0010455	rRNA	LOFF_G0010455	rRNA_T456	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3452894	3466223	RNA45S3-1	0	+	3466223	3466223	85,212,76	1	13329	0	RNA45S3	none	none	-1	LOFF_T0010456	rRNA	LOFF_G0010456	rRNA	LOFF_G0010456	rRNA_T457	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3456533	3458402	RNA18S3-1	0	+	3458402	3458402	85,212,76	1	1869	0	RNA18S3	none	none	-1	LOFF_T0010457	rRNA	LOFF_G0010457	rRNA	LOFF_G0010457	rRNA_T458	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3459476	3459633	RNA5-8S3-1	0	+	3459633	3459633	85,212,76	1	157	0	RNA5-8S3	none	none	-1	LOFF_T0010458	rRNA	LOFF_G0010458	rRNA	LOFF_G0010458	rRNA_T459	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3460801	3465860	RNA28S3-1	0	+	3465860	3465860	85,212,76	1	5059	0	RNA28S3	none	none	-1	LOFF_T0010459	rRNA	LOFF_G0010459	rRNA	LOFF_G0010459	rRNA_T460	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3496843	3510172	RNA45S3-1	0	+	3510172	3510172	85,212,76	1	13329	0	RNA45S3	none	none	-1	LOFF_T0010460	rRNA	LOFF_G0010460	rRNA	LOFF_G0010460	rRNA_T461	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3500482	3502351	RNA18S3-1	0	+	3502351	3502351	85,212,76	1	1869	0	RNA18S3	none	none	-1	LOFF_T0010461	rRNA	LOFF_G0010461	rRNA	LOFF_G0010461	rRNA_T462	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3503425	3503582	RNA5-8S3-1	0	+	3503582	3503582	85,212,76	1	157	0	RNA5-8S3	none	none	-1	LOFF_T0010462	rRNA	LOFF_G0010462	rRNA	LOFF_G0010462	rRNA_T463	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3504750	3509809	RNA28S3-1	0	+	3509809	3509809	85,212,76	1	5059	0	RNA28S3	none	none	-1	LOFF_T0010463	rRNA	LOFF_G0010463	rRNA	LOFF_G0010463	rRNA_T464	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3540792	3554121	RNA45S3-1	0	+	3554121	3554121	85,212,76	1	13329	0	RNA45S3	none	none	-1	LOFF_T0010464	rRNA	LOFF_G0010464	rRNA	LOFF_G0010464	rRNA_T465	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3544431	3546300	RNA18S3-1	0	+	3546300	3546300	85,212,76	1	1869	0	RNA18S3	none	none	-1	LOFF_T0010465	rRNA	LOFF_G0010465	rRNA	LOFF_G0010465	rRNA_T466	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3547374	3547531	RNA5-8S3-1	0	+	3547531	3547531	85,212,76	1	157	0	RNA5-8S3	none	none	-1	LOFF_T0010466	rRNA	LOFF_G0010466	rRNA	LOFF_G0010466	rRNA_T467	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3548699	3553758	RNA28S3-1	0	+	3553758	3553758	85,212,76	1	5059	0	RNA28S3	none	none	-1	LOFF_T0010467	rRNA	LOFF_G0010467	rRNA	LOFF_G0010467	rRNA_T468	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3584741	3598070	RNA45S3-1	0	+	3598070	3598070	85,212,76	1	13329	0	RNA45S3	none	none	-1	LOFF_T0010468	rRNA	LOFF_G0010468	rRNA	LOFF_G0010468	rRNA_T469	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3588380	3590249	RNA18S3-1	0	+	3590249	3590249	85,212,76	1	1869	0	RNA18S3	none	none	-1	LOFF_T0010469	rRNA	LOFF_G0010469	rRNA	LOFF_G0010469	rRNA_T470	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3591323	3591480	RNA5-8S3-1	0	+	3591480	3591480	85,212,76	1	157	0	RNA5-8S3	none	none	-1	LOFF_T0010470	rRNA	LOFF_G0010470	rRNA	LOFF_G0010470	rRNA_T471	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3592648	3597707	RNA28S3-1	0	+	3597707	3597707	85,212,76	1	5059	0	RNA28S3	none	none	-1	LOFF_T0010471	rRNA	LOFF_G0010471	rRNA	LOFF_G0010471	rRNA_T472	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3628690	3642019	RNA45S3-1	0	+	3642019	3642019	85,212,76	1	13329	0	RNA45S3	none	none	-1	LOFF_T0010472	rRNA	LOFF_G0010472	rRNA	LOFF_G0010472	rRNA_T473	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3632329	3634198	RNA18S3-1	0	+	3634198	3634198	85,212,76	1	1869	0	RNA18S3	none	none	-1	LOFF_T0010473	rRNA	LOFF_G0010473	rRNA	LOFF_G0010473	rRNA_T474	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3635272	3635429	RNA5-8S3-1	0	+	3635429	3635429	85,212,76	1	157	0	RNA5-8S3	none	none	-1	LOFF_T0010474	rRNA	LOFF_G0010474	rRNA	LOFF_G0010474	rRNA_T475	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3636597	3641656	RNA28S3-1	0	+	3641656	3641656	85,212,76	1	5059	0	RNA28S3	none	none	-1	LOFF_T0010475	rRNA	LOFF_G0010475	rRNA	LOFF_G0010475	rRNA_T476	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3672639	3685968	RNA45S3-1	0	+	3685968	3685968	85,212,76	1	13329	0	RNA45S3	none	none	-1	LOFF_T0010476	rRNA	LOFF_G0010476	rRNA	LOFF_G0010476	rRNA_T477	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3676278	3678147	RNA18S3-1	0	+	3678147	3678147	85,212,76	1	1869	0	RNA18S3	none	none	-1	LOFF_T0010477	rRNA	LOFF_G0010477	rRNA	LOFF_G0010477	rRNA_T478	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3679221	3679378	RNA5-8S3-1	0	+	3679378	3679378	85,212,76	1	157	0	RNA5-8S3	none	none	-1	LOFF_T0010478	rRNA	LOFF_G0010478	rRNA	LOFF_G0010478	rRNA_T479	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3680546	3685605	RNA28S3-1	0	+	3685605	3685605	85,212,76	1	5059	0	RNA28S3	none	none	-1	LOFF_T0010479	rRNA	LOFF_G0010479	rRNA	LOFF_G0010479	rRNA_T480	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3716588	3729917	RNA45S3-1	0	+	3729917	3729917	85,212,76	1	13329	0	RNA45S3	none	none	-1	LOFF_T0010480	rRNA	LOFF_G0010480	rRNA	LOFF_G0010480	rRNA_T481	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3720227	3722096	RNA18S3-1	0	+	3722096	3722096	85,212,76	1	1869	0	RNA18S3	none	none	-1	LOFF_T0010481	rRNA	LOFF_G0010481	rRNA	LOFF_G0010481	rRNA_T482	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3723170	3723327	RNA5-8S3-1	0	+	3723327	3723327	85,212,76	1	157	0	RNA5-8S3	none	none	-1	LOFF_T0010482	rRNA	LOFF_G0010482	rRNA	LOFF_G0010482	rRNA_T483	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3724495	3729554	RNA28S3-1	0	+	3729554	3729554	85,212,76	1	5059	0	RNA28S3	none	none	-1	LOFF_T0010483	rRNA	LOFF_G0010483	rRNA	LOFF_G0010483	rRNA_T484	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3760537	3773866	RNA45S3-1	0	+	3773866	3773866	85,212,76	1	13329	0	RNA45S3	none	none	-1	LOFF_T0010484	rRNA	LOFF_G0010484	rRNA	LOFF_G0010484	rRNA_T485	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3764176	3766045	RNA18S3-1	0	+	3766045	3766045	85,212,76	1	1869	0	RNA18S3	none	none	-1	LOFF_T0010485	rRNA	LOFF_G0010485	rRNA	LOFF_G0010485	rRNA_T486	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3767119	3767276	RNA5-8S3-1	0	+	3767276	3767276	85,212,76	1	157	0	RNA5-8S3	none	none	-1	LOFF_T0010486	rRNA	LOFF_G0010486	rRNA	LOFF_G0010486	rRNA_T487	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3768444	3773503	RNA28S3-1	0	+	3773503	3773503	85,212,76	1	5059	0	RNA28S3	none	none	-1	LOFF_T0010487	rRNA	LOFF_G0010487	rRNA	LOFF_G0010487	rRNA_T488	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3804486	3817815	RNA45S3-1	0	+	3817815	3817815	85,212,76	1	13329	0	RNA45S3	none	none	-1	LOFF_T0010488	rRNA	LOFF_G0010488	rRNA	LOFF_G0010488	rRNA_T489	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3808125	3809994	RNA18S3-1	0	+	3809994	3809994	85,212,76	1	1869	0	RNA18S3	none	none	-1	LOFF_T0010489	rRNA	LOFF_G0010489	rRNA	LOFF_G0010489	rRNA_T490	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3811068	3811225	RNA5-8S3-1	0	+	3811225	3811225	85,212,76	1	157	0	RNA5-8S3	none	none	-1	LOFF_T0010490	rRNA	LOFF_G0010490	rRNA	LOFF_G0010490	rRNA_T491	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3812393	3817452	RNA28S3-1	0	+	3817452	3817452	85,212,76	1	5059	0	RNA28S3	none	none	-1	LOFF_T0010491	rRNA	LOFF_G0010491	rRNA	LOFF_G0010491	rRNA_T492	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3848435	3861764	RNA45S3-1	0	+	3861764	3861764	85,212,76	1	13329	0	RNA45S3	none	none	-1	LOFF_T0010492	rRNA	LOFF_G0010492	rRNA	LOFF_G0010492	rRNA_T493	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3852074	3853943	RNA18S3-1	0	+	3853943	3853943	85,212,76	1	1869	0	RNA18S3	none	none	-1	LOFF_T0010493	rRNA	LOFF_G0010493	rRNA	LOFF_G0010493	rRNA_T494	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3855017	3855174	RNA5-8S3-1	0	+	3855174	3855174	85,212,76	1	157	0	RNA5-8S3	none	none	-1	LOFF_T0010494	rRNA	LOFF_G0010494	rRNA	LOFF_G0010494	rRNA_T495	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3856342	3861401	RNA28S3-1	0	+	3861401	3861401	85,212,76	1	5059	0	RNA28S3	none	none	-1	LOFF_T0010495	rRNA	LOFF_G0010495	rRNA	LOFF_G0010495	rRNA_T496	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3892384	3905713	RNA45S3-1	0	+	3905713	3905713	85,212,76	1	13329	0	RNA45S3	none	none	-1	LOFF_T0010496	rRNA	LOFF_G0010496	rRNA	LOFF_G0010496	rRNA_T497	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3896023	3897892	RNA18S3-1	0	+	3897892	3897892	85,212,76	1	1869	0	RNA18S3	none	none	-1	LOFF_T0010497	rRNA	LOFF_G0010497	rRNA	LOFF_G0010497	rRNA_T498	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3898966	3899123	RNA5-8S3-1	0	+	3899123	3899123	85,212,76	1	157	0	RNA5-8S3	none	none	-1	LOFF_T0010498	rRNA	LOFF_G0010498	rRNA	LOFF_G0010498	rRNA_T499	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3900291	3905350	RNA28S3-1	0	+	3905350	3905350	85,212,76	1	5059	0	RNA28S3	none	none	-1	LOFF_T0010499	rRNA	LOFF_G0010499	rRNA	LOFF_G0010499	rRNA_T500	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3936333	3949676	RNA45S3-1	0	+	3949676	3949676	85,212,76	1	13343	0	RNA45S3	none	none	-1	LOFF_T0010500	rRNA	LOFF_G0010500	rRNA	LOFF_G0010500	rRNA_T501	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3939972	3941844	RNA18S3-1	0	+	3941844	3941844	85,212,76	1	1872	0	RNA18S3	none	none	-1	LOFF_T0010501	rRNA	LOFF_G0010501	rRNA	LOFF_G0010501	rRNA_T502	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3942916	3943073	RNA5-8S3-1	0	+	3943073	3943073	85,212,76	1	157	0	RNA5-8S3	none	none	-1	LOFF_T0010502	rRNA	LOFF_G0010502	rRNA	LOFF_G0010502	rRNA_T503	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3944241	3949313	RNA28S3-1	0	+	3949313	3949313	85,212,76	1	5072	0	RNA28S3	none	none	-1	LOFF_T0010503	rRNA	LOFF_G0010503	rRNA	LOFF_G0010503	rRNA_T504	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3981265	3994605	RNA45S3-1	0	+	3994605	3994605	85,212,76	1	13340	0	RNA45S3	none	none	-1	LOFF_T0010504	rRNA	LOFF_G0010504	rRNA	LOFF_G0010504	rRNA_T505	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3984904	3986773	RNA18S3-1	0	+	3986773	3986773	85,212,76	1	1869	0	RNA18S3	none	none	-1	LOFF_T0010505	rRNA	LOFF_G0010505	rRNA	LOFF_G0010505	rRNA_T506	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3987845	3988002	RNA5-8S3-1	0	+	3988002	3988002	85,212,76	1	157	0	RNA5-8S3	none	none	-1	LOFF_T0010506	rRNA	LOFF_G0010506	rRNA	LOFF_G0010506	rRNA_T507	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	3989170	3994242	RNA28S3-1	0	+	3994242	3994242	85,212,76	1	5072	0	RNA28S3	none	none	-1	LOFF_T0010507	rRNA	LOFF_G0010507	rRNA	LOFF_G0010507	rRNA_T508	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	4026194	4039534	RNA45S3-1	0	+	4039534	4039534	85,212,76	1	13340	0	RNA45S3	none	none	-1	LOFF_T0010508	rRNA	LOFF_G0010508	rRNA	LOFF_G0010508	rRNA_T509	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	4029833	4031702	RNA18S3-1	0	+	4031702	4031702	85,212,76	1	1869	0	RNA18S3	none	none	-1	LOFF_T0010509	rRNA	LOFF_G0010509	rRNA	LOFF_G0010509	rRNA_T510	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	4032774	4032931	RNA5-8S3-1	0	+	4032931	4032931	85,212,76	1	157	0	RNA5-8S3	none	none	-1	LOFF_T0010510	rRNA	LOFF_G0010510	rRNA	LOFF_G0010510	rRNA_T511	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	4034099	4039171	RNA28S3-1	0	+	4039171	4039171	85,212,76	1	5072	0	RNA28S3	none	none	-1	LOFF_T0010511	rRNA	LOFF_G0010511	rRNA	LOFF_G0010511	rRNA_T512	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	4071123	4084463	RNA45S3-1	0	+	4084463	4084463	85,212,76	1	13340	0	RNA45S3	none	none	-1	LOFF_T0010512	rRNA	LOFF_G0010512	rRNA	LOFF_G0010512	rRNA_T513	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	4074762	4076631	RNA18S3-1	0	+	4076631	4076631	85,212,76	1	1869	0	RNA18S3	none	none	-1	LOFF_T0010513	rRNA	LOFF_G0010513	rRNA	LOFF_G0010513	rRNA_T514	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	4077703	4077860	RNA5-8S3-1	0	+	4077860	4077860	85,212,76	1	157	0	RNA5-8S3	none	none	-1	LOFF_T0010514	rRNA	LOFF_G0010514	rRNA	LOFF_G0010514	rRNA_T515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	4079028	4084100	RNA28S3-1	0	+	4084100	4084100	85,212,76	1	5072	0	RNA28S3	none	none	-1	LOFF_T0010515	rRNA	LOFF_G0010515	rRNA	LOFF_G0010515	rRNA_T516	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	4116052	4129392	RNA45S3-1	0	+	4129392	4129392	85,212,76	1	13340	0	RNA45S3	none	none	-1	LOFF_T0010516	rRNA	LOFF_G0010516	rRNA	LOFF_G0010516	rRNA_T517	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	4119691	4121560	RNA18S3-1	0	+	4121560	4121560	85,212,76	1	1869	0	RNA18S3	none	none	-1	LOFF_T0010517	rRNA	LOFF_G0010517	rRNA	LOFF_G0010517	rRNA_T518	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	4122632	4122789	RNA5-8S3-1	0	+	4122789	4122789	85,212,76	1	157	0	RNA5-8S3	none	none	-1	LOFF_T0010518	rRNA	LOFF_G0010518	rRNA	LOFF_G0010518	rRNA_T519	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	4123957	4129029	RNA28S3-1	0	+	4129029	4129029	85,212,76	1	5072	0	RNA28S3	none	none	-1	LOFF_T0010519	rRNA	LOFF_G0010519	rRNA	LOFF_G0010519	rRNA_T520	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	4160981	4174321	RNA45S3-1	0	+	4174321	4174321	85,212,76	1	13340	0	RNA45S3	none	none	-1	LOFF_T0010520	rRNA	LOFF_G0010520	rRNA	LOFF_G0010520	rRNA_T521	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	4164620	4166489	RNA18S3-1	0	+	4166489	4166489	85,212,76	1	1869	0	RNA18S3	none	none	-1	LOFF_T0010521	rRNA	LOFF_G0010521	rRNA	LOFF_G0010521	rRNA_T522	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	4167561	4167718	RNA5-8S3-1	0	+	4167718	4167718	85,212,76	1	157	0	RNA5-8S3	none	none	-1	LOFF_T0010522	rRNA	LOFF_G0010522	rRNA	LOFF_G0010522	rRNA_T523	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	4168886	4173958	RNA28S3-1	0	+	4173958	4173958	85,212,76	1	5072	0	RNA28S3	none	none	-1	LOFF_T0010523	rRNA	LOFF_G0010523	rRNA	LOFF_G0010523	rRNA_T524	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	4205910	4219250	RNA45S3-1	0	+	4219250	4219250	85,212,76	1	13340	0	RNA45S3	none	none	-1	LOFF_T0010524	rRNA	LOFF_G0010524	rRNA	LOFF_G0010524	rRNA_T525	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr15	4209549	4211418	RNA18S3-1	0	+	4211418	4211418	85,212,76	1	1869	0	RNA18S3	none	none	-1	LOFF_T0010525	rRNA	LOFF_G0010525	rRNA	LOFF_G0010525	rRNA_T526	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
